question_uid,parliament,session,question_number,question_sitting_day,question_date,question_title,asker_name,asker_riding,number_of_responses
40-2-586,40,2,586,108,2009-11-04,Government advertising,Mr. Dryden,York Centre,0
40-2-587,40,2,587,108,2009-11-04,Government advertising,Mr. Dryden,York Centre,0
40-2-588,40,2,588,108,2009-11-04,Government advertising,Mr. Dryden,York Centre,0
40-2-589,40,2,589,108,2009-11-04,Temporary resident visa applications,Ms. Chow,Trinity—Spadina,0
40-2-590,40,2,590,109,2009-11-05,Press conference held by the Minister of Justice,Mr. LeBlanc,Beauséjour,0
40-2-591,40,2,591,109,2009-11-05,Dorchester Penitentiary,Mr. LeBlanc,Beauséjour,0
40-2-592,40,2,592,109,2009-11-05,Treasury Board and the Department of Finance,Ms. Neville,Winnipeg South Centre,0
40-2-593,40,2,593,110,2009-11-12,Agreement on Internal Trade,Ms. Minna,Beaches—East York,0
40-2-594,40,2,594,110,2009-11-12,Employment Insurance,Ms. Minna,Beaches—East York,0
40-2-595,40,2,595,110,2009-11-12,Temporary Foreign Worker Program,Ms. Minna,Beaches—East York,0
40-2-596,40,2,596,111,2009-11-16,Aid to Horn of Africa countries,Mr. McGuinty,Ottawa South,0
40-2-597,40,2,597,111,2009-11-16,RCMP,Mr. Davies,Vancouver Kingsway,0
40-2-598,40,2,598,112,2009-11-17,Toronto Port Authority,Ms. Chow,Trinity—Spadina,0
40-2-599,40,2,599,112,2009-11-17,Toronto Port Authority,Ms. Chow,Trinity—Spadina,0
40-2-600,40,2,600,113,2009-11-18,Intellectual property rights,Mr. Garneau,Westmount—Ville-Marie,0
40-2-601,40,2,601,113,2009-11-18,Research and development,Mr. Garneau,Westmount—Ville-Marie,0
40-2-602,40,2,602,113,2009-11-18,Strategic Aerospace and Defense Initiative,Mr. Garneau,Westmount—Ville-Marie,0
40-2-603,40,2,603,113,2009-11-18,Taser use,Mr. Reid,Lanark—Frontenac—Lennox and Addington,0
40-2-604,40,2,604,114,2009-11-19,Government spending in the constituency of Roberval—Lac-Saint-Jean,Mrs. Mendes,Brossard—La Prairie,0
40-2-605,40,2,605,114,2009-11-19,Contracts granted by the Economic Development Agency for the Regions of Quebec,Mrs. Mendes,Brossard—La Prairie,0
40-2-606,40,2,606,114,2009-11-19,Service Canada,Mr. D'Amours,Madawaska—Restigouche,0
40-2-607,40,2,607,114,2009-11-19,Atlantic Canada Opportunities Agency,Mr. D'Amours,Madawaska—Restigouche,1
40-2-608,40,2,608,114,2009-11-19,Atlantic Canada Opportunities Agency,Mr. D'Amours,Madawaska—Restigouche,0
40-2-609,40,2,609,114,2009-11-19,Transitional measures for Employment Insurance economic regions,Mr. D'Amours,Madawaska—Restigouche,0
40-2-610,40,2,610,114,2009-11-19,Economic Action Plan,Mrs. Simson,Scarborough Southwest,0
40-2-611,40,2,611,114,2009-11-19,Canadian citizenship,Mrs. Simson,Scarborough Southwest,0
40-2-612,40,2,612,114,2009-11-19,Firearms Act,Mrs. Simson,Scarborough Southwest,0
40-2-613,40,2,613,114,2009-11-19,Applications for permanent residency,Mrs. Simson,Scarborough Southwest,0
40-2-614,40,2,614,114,2009-11-19,Colombia,Mr. Julian,Burnaby—New Westminster,0
40-2-615,40,2,615,114,2009-11-19,First Nations,Ms. Foote,Random—Burin—St. George's,0
40-2-616,40,2,616,116,2009-11-23,Afghan detainees,Mr. Dewar,Ottawa Centre,0
40-2-617,40,2,617,116,2009-11-23,Search and rescue operations,Mr. Harris,St. John's East,0
40-2-618,40,2,618,116,2009-11-23,Ste. Anne's Hospital and veterans,Mr. Scarpaleggia,Lac-Saint-Louis,0
40-2-619,40,2,619,117,2009-11-24,Airport noise abatement and control,Mrs. Jennings,Notre-Dame-de-Grâce—Lachine,0
40-2-620,40,2,620,117,2009-11-24,Consular affairs,Mr. McTeague,Pickering—Scarborough East,0
40-2-621,40,2,621,117,2009-11-24,Use of government owned aircraft,Mr. McTeague,Pickering—Scarborough East,0
40-2-622,40,2,622,118,2009-11-25,Consular services,Mr. McGuinty,Ottawa South,0
40-2-623,40,2,623,118,2009-11-25,Language training,Mr. Bélanger,Ottawa—Vanier,0
40-2-624,40,2,624,118,2009-11-25,Language training,Mr. Bélanger,Ottawa—Vanier,0
40-2-625,40,2,625,118,2009-11-25,Arctic Research Station,Mr. Bagnell,Yukon,0
40-2-626,40,2,626,119,2009-11-26,Treasury Board,Mr. McCallum,Markham—Unionville,0
40-2-627,40,2,627,119,2009-11-26,Community Development Trust Fund,Mr. D'Amours,Madawaska—Restigouche,0
40-2-628,40,2,628,119,2009-11-26,Influenza A (H1N1),Mrs. Jennings,Notre-Dame-de-Grâce—Lachine,0
40-2-629,40,2,629,119,2009-11-26,Canola,Mrs. Jennings,Notre-Dame-de-Grâce—Lachine,0
40-2-630,40,2,630,119,2009-11-26,Afghan detainees,Mrs. Jennings,Notre-Dame-de-Grâce—Lachine,0
40-2-631,40,2,631,120,2009-11-27,Fossil fuels,Mr. Cullen,Skeena—Bulkley Valley,0
40-2-632,40,2,632,121,2009-11-30,Transfer of Canadian offenders,Mr. McTeague,Pickering—Scarborough East,0
40-2-633,40,2,633,123,2009-12-02,Expert Review Panel on Medical Isotope Production,Ms. Bennett,St. Paul's,0
40-2-634,40,2,634,123,2009-12-02,Corporate Social Responsibility Counsellor,Mr. McKay,Scarborough—Guildwood,0
40-2-635,40,2,635,124,2009-12-03,Abousfian Abdelrazik,Mr. Dion,Saint-Laurent—Cartierville,0
40-2-636,40,2,636,124,2009-12-03,Seniors and poverty,Ms. Dhalla,Brampton—Springdale,0
40-2-637,40,2,637,124,2009-12-03,Immigration and Refugee Board of Canada,Ms. Dhalla,Brampton—Springdale,0
40-2-638,40,2,638,124,2009-12-03,Youth violence,Ms. Dhalla,Brampton—Springdale,0
40-2-639,40,2,639,124,2009-12-03,Child poverty in Canada,Ms. Dhalla,Brampton—Springdale,0
40-2-640,40,2,640,124,2009-12-03,Canadian International Development Agency,Mr. Pearson,London North Centre,0
40-2-641,40,2,641,124,2009-12-03,Canadian International Development Agency,Mr. Pearson,London North Centre,0
40-2-642,40,2,642,124,2009-12-03,KAIROS,Mr. Pearson,London North Centre,0
40-2-643,40,2,643,126,2009-12-07,Natural Resources Canada,Mr. Bagnell,Yukon,0
40-2-644,40,2,644,126,2009-12-07,Greenhouse gas,Mr. Bagnell,Yukon,0
40-2-645,40,2,645,126,2009-12-07,Permafrost,Mr. Bagnell,Yukon,0
40-2-646,40,2,646,127,2009-12-08,Summit in Copenhagen and climate change,Ms. Duncan,Etobicoke North,0
40-2-647,40,2,647,127,2009-12-08,Armed conflicts,Ms. Duncan,Etobicoke North,0
40-2-648,40,2,648,127,2009-12-08,Humanitarian issues and crisis,Ms. Duncan,Etobicoke North,0
40-2-649,40,2,649,127,2009-12-08,Canada Institute for Scientific and Technical Information,Ms. Duncan,Etobicoke North,0
40-2-650,40,2,650,127,2009-12-08,Building Canada Fund,Mr. Cannis,Scarborough Centre,0
40-2-651,40,2,651,127,2009-12-08,Recreational Infrastructure Canada Fund,Mr. Cannis,Scarborough Centre,0
40-2-652,40,2,652,127,2009-12-08,Knowledge Infrastructure program,Mr. Cannis,Scarborough Centre,0
40-2-653,40,2,653,127,2009-12-08,Community Adjustment Fund,Mr. Cannis,Scarborough Centre,0
40-2-654,40,2,654,127,2009-12-08,Memos to the Special Committee on the Canadian Mission in Afghanistan,Mr. Ignatieff,Etobicoke—Lakeshore,0
40-2-655,40,2,655,127,2009-12-08,Public Appointments Commission,Mr. Ignatieff,Etobicoke—Lakeshore,0
40-2-656,40,2,656,127,2009-12-08,Status of Women Canada,Mr. Ignatieff,Etobicoke—Lakeshore,0
40-2-657,40,2,657,127,2009-12-08,Special Committee on the Canadian Mission in Afghanistan,Mr. Dosanjh,Vancouver South,0
40-2-658,40,2,658,127,2009-12-08,Department of Defence contracts,Mr. Dosanjh,Vancouver South,0
40-2-659,40,2,659,127,2009-12-08,Canada’s mission in Afghanistan,Mr. Dosanjh,Vancouver South,0
40-2-660,40,2,660,127,2009-12-08,Canada’s mission in Afghanistan,Mr. Dosanjh,Vancouver South,0
40-2-661,40,2,661,127,2009-12-08,Fisheries,Mr. Russell,Labrador,0
40-2-662,40,2,662,127,2009-12-08,Government television advertising,Mr. Russell,Labrador,0
40-2-663,40,2,663,128,2009-12-09,Airline Passenger Bill of Rights,Mr. Volpe,Eglinton—Lawrence,0
40-2-664,40,2,664,128,2009-12-09,Federal contaminated sites,Mr. Scarpaleggia,Lac-Saint-Louis,0
40-2-665,40,2,665,128,2009-12-09,Sewage Treatment,Mr. Scarpaleggia,Lac-Saint-Louis,0
40-2-666,40,2,666,128,2009-12-09,Government advertising,Mr. Kania,Brampton West,0
40-2-667,40,2,667,128,2009-12-09,Government advertising,Mr. Kania,Brampton West,0
40-2-668,40,2,668,128,2009-12-09,Government advertising,Mr. Kania,Brampton West,0
40-2-669,40,2,669,128,2009-12-09,Government advertising,Mr. Kania,Brampton West,0
40-2-670,40,2,670,128,2009-12-09,Government assets,Ms. Hall Findlay,Willowdale,0
40-2-671,40,2,671,128,2009-12-09,Public Sector Integrity Commissioner,Ms. Hall Findlay,Willowdale,0
40-2-672,40,2,672,128,2009-12-09,Access to Information Requests,Ms. Hall Findlay,Willowdale,0
40-2-673,40,2,673,128,2009-12-09,Government advertising,Ms. Hall Findlay,Willowdale,0
40-2-674,40,2,674,128,2009-12-09,Acces to information requests,Ms. Coady,St. John's South—Mount Pearl,0
40-2-675,40,2,675,128,2009-12-09,Economic Action Plan,Ms. Coady,St. John's South—Mount Pearl,0
40-2-676,40,2,676,128,2009-12-09,Privy Council Office,Ms. Coady,St. John's South—Mount Pearl,0
40-2-677,40,2,677,128,2009-12-09,Public Works and Government Services Canada,Ms. Coady,St. John's South—Mount Pearl,0
40-2-678,40,2,678,128,2009-12-09,Evacuation from Lebanon,Mr. Volpe,Eglinton—Lawrence,0
40-2-679,40,2,679,128,2009-12-09,First Nations and bluefin tuna fishery,Mr. LeBlanc,Beauséjour,0
40-2-680,40,2,680,128,2009-12-09,Lobster fishing,Mr. LeBlanc,Beauséjour,0
40-2-681,40,2,681,128,2009-12-09,Debt owed to the Government of Canada,Mr. Goodale,Wascana,0
40-2-682,40,2,682,128,2009-12-09,Green Infrastructure Fund,Ms. Foote,Random—Burin—St. George's,0
40-2-683,40,2,683,128,2009-12-09,Food aid to North Korea,Mr. Simms,Bonavista—Gander—Grand Falls—Windsor,0
40-2-684,40,2,684,128,2009-12-09,Grant and assistance programs,Mr. Bains,Mississauga—Brampton South,0
40-2-685,40,2,685,128,2009-12-09,Pearson International Airport,Mr. Bains,Mississauga—Brampton South,0
40-2-686,40,2,686,128,2009-12-09,Infrastructure spending in the Region of Peel,Mr. Bains,Mississauga—Brampton South,0
40-2-687,40,2,687,128,2009-12-09,Fees paid by the government,Mr. Bains,Mississauga—Brampton South,0
40-2-688,40,2,688,128,2009-12-09,Canadian Forces,Mr. Oliphant,Don Valley West,0
40-2-689,40,2,689,128,2009-12-09,Ste. Anne’s Hospital,Mr. Oliphant,Don Valley West,0
40-2-690,40,2,690,128,2009-12-09,Herbicides and Canadian Forces Base Gagetown,Mr. Oliphant,Don Valley West,0
40-2-691,40,2,691,128,2009-12-09,Agent Orange,Mr. Oliphant,Don Valley West,0
40-3-1,40,3,1,2,2010-03-03,Service Canada,Mr. D'Amours,Madawaska—Restigouche,1
40-3-2,40,3,2,2,2010-03-03,Atlantic Canada Opportunities Agency,Mr. D'Amours,Madawaska—Restigouche,1
40-3-3,40,3,3,2,2010-03-03,Transitional measures for Employment Insurance economic regions,Mr. D'Amours,Madawaska—Restigouche,1
40-3-4,40,3,4,2,2010-03-03,Community Development Trust Fund,Mr. D'Amours,Madawaska—Restigouche,1
40-3-5,40,3,5,2,2010-03-03,Aid to Horn of Africa countries,Mr. McGuinty,Ottawa South,1
40-3-6,40,3,6,2,2010-03-03,Consular services,Mr. McGuinty,Ottawa South,1
40-3-7,40,3,7,2,2010-03-03,Contracts granted by the Economic Development Agency for the Regions of Quebec,Mrs. Mendes,Brossard—La Prairie,1
40-3-8,40,3,8,2,2010-03-03,Government spending in the constituency of Roberval—Lac-Saint-Jean,Mrs. Mendes,Brossard—La Prairie,1
40-3-9,40,3,9,2,2010-03-03,Champlain Bridge,Mrs. Mendes,Brossard—La Prairie,1
40-3-10,40,3,10,2,2010-03-03,Airport noise abatement and control,Mrs. Jennings,Notre-Dame-de-Grâce—Lachine,1
40-3-11,40,3,11,2,2010-03-03,Afghan detainees,Mrs. Jennings,Notre-Dame-de-Grâce—Lachine,1
40-3-12,40,3,12,2,2010-03-03,Canola,Mrs. Jennings,Notre-Dame-de-Grâce—Lachine,1
40-3-13,40,3,13,2,2010-03-03,Influenza A (H1N1),Mrs. Jennings,Notre-Dame-de-Grâce—Lachine,1
40-3-14,40,3,14,2,2010-03-03,Colombia,Mr. Julian,Burnaby—New Westminster,1
40-3-15,40,3,15,2,2010-03-03,Lebanon,Mrs. Mourani,Ahuntsic,1
40-3-16,40,3,16,2,2010-03-03,Lebanon,Mrs. Mourani,Ahuntsic,1
40-3-17,40,3,17,2,2010-03-03,Skills Link,Mrs. Mourani,Ahuntsic,1
40-3-18,40,3,18,2,2010-03-03,Treasury Board,Mr. McCallum,Markham—Unionville,1
40-3-19,40,3,19,2,2010-03-03,Arctic Research Station,Mr. Bagnell,Yukon,1
40-3-20,40,3,20,2,2010-03-03,Natural Resources Canada,Mr. Bagnell,Yukon,1
40-3-21,40,3,21,2,2010-03-03,Greenhouse gas,Mr. Bagnell,Yukon,1
40-3-22,40,3,22,2,2010-03-03,Permafrost,Mr. Bagnell,Yukon,1
40-3-23,40,3,23,2,2010-03-03,Food aid to North Korea,Mr. Simms,Bonavista—Gander—Grand Falls—Windsor,1
40-3-24,40,3,24,2,2010-03-03,Fisheries,Mr. Russell,Labrador,1
40-3-25,40,3,25,2,2010-03-03,Government television advertising,Mr. Russell,Labrador,1
40-3-26,40,3,26,2,2010-03-03,Building Canada Fund,Mr. Cannis,Scarborough Centre,1
40-3-27,40,3,27,2,2010-03-03,Recreational Infrastructure Canada Fund,Mr. Cannis,Scarborough Centre,1
40-3-28,40,3,28,2,2010-03-03,Knowledge Infrastructure program,Mr. Cannis,Scarborough Centre,1
40-3-29,40,3,29,2,2010-03-03,Community Adjustment Fund,Mr. Cannis,Scarborough Centre,1
40-3-30,40,3,30,2,2010-03-03,Corporate Social Responsibility Counsellor,Mr. McKay,Scarborough—Guildwood,1
40-3-31,40,3,31,2,2010-03-03,KAIROS,Mr. McKay,Scarborough—Guildwood,1
40-3-32,40,3,32,2,2010-03-03,Appointment of Dr. Prigent,Ms. Leslie,Halifax,1
40-3-33,40,3,33,2,2010-03-03,Press conference held by the Minister of Justice,Mr. LeBlanc,Beauséjour,1
40-3-34,40,3,34,2,2010-03-03,Dorchester Penitentiary,Mr. LeBlanc,Beauséjour,1
40-3-35,40,3,35,2,2010-03-03,First Nations and bluefin tuna fishery,Mr. LeBlanc,Beauséjour,1
40-3-36,40,3,36,2,2010-03-03,Lobster fishing,Mr. LeBlanc,Beauséjour,1
40-3-37,40,3,37,2,2010-03-03,Agreement on Internal Trade,Ms. Minna,Beaches—East York,1
40-3-38,40,3,38,2,2010-03-03,Employment Insurance,Ms. Minna,Beaches—East York,1
40-3-39,40,3,39,2,2010-03-03,Temporary Foreign Worker Program,Ms. Minna,Beaches—East York,1
40-3-40,40,3,40,2,2010-03-03,Fossil fuels,Mr. Cullen,Skeena—Bulkley Valley,1
40-3-41,40,3,41,2,2010-03-03,Government assets,Ms. Hall Findlay,Willowdale,1
40-3-42,40,3,42,2,2010-03-03,Public Sector Integrity Commissioner,Ms. Hall Findlay,Willowdale,1
40-3-43,40,3,43,2,2010-03-03,Access to Information Requests,Ms. Hall Findlay,Willowdale,1
40-3-44,40,3,44,2,2010-03-03,Government advertising,Ms. Hall Findlay,Willowdale,1
40-3-45,40,3,45,2,2010-03-03,Taser use,Mr. Reid,Lanark—Frontenac—Lennox and Addington,1
40-3-46,40,3,46,2,2010-03-03,Taser use,Mr. Reid,Lanark—Frontenac—Lennox and Addington,1
40-3-47,40,3,47,2,2010-03-03,Reciprocal Transfer Agreements,Mr. Martin,Sault Ste. Marie,1
40-3-48,40,3,48,2,2010-03-03,Access to Information Requests,Ms. Coady,St. John's South—Mount Pearl,1
40-3-49,40,3,49,2,2010-03-03,Economic Action Plan,Ms. Coady,St. John's South—Mount Pearl,1
40-3-50,40,3,50,2,2010-03-03,Privy Council Office,Ms. Coady,St. John's South—Mount Pearl,1
40-3-51,40,3,51,2,2010-03-03,Public Works and Government Services Canada,Ms. Coady,St. John's South—Mount Pearl,1
40-3-52,40,3,52,2,2010-03-03,2010 Vancouver Olympic Games,Mr. Dhaliwal,Newton—North Delta,1
40-3-53,40,3,53,2,2010-03-03,Department of Citizenship and Immigration,Mr. Dhaliwal,Newton—North Delta,1
40-3-54,40,3,54,2,2010-03-03,Sport Canada,Mr. Dhaliwal,Newton—North Delta,1
40-3-55,40,3,55,2,2010-03-03,Language training,Mr. Bélanger,Ottawa—Vanier,1
40-3-56,40,3,56,2,2010-03-03,Language training,Mr. Bélanger,Ottawa—Vanier,1
40-3-57,40,3,57,2,2010-03-03,Government funding within the constituency of Saint-Léonard—Saint-Michel,Mr. Pacetti,Saint-Léonard—Saint-Michel,1
40-3-58,40,3,58,2,2010-03-03,Government funding within the constituency of Saint-Léonard—Saint-Michel,Mr. Pacetti,Saint-Léonard—Saint-Michel,1
40-3-59,40,3,59,2,2010-03-03,Government funding within the constituency of Saint-Léonard—Saint-Michel,Mr. Pacetti,Saint-Léonard—Saint-Michel,1
40-3-60,40,3,60,2,2010-03-03,Industrial and regional benefits,Mr. Desnoyers,Rivière-des-Mille-Îles,1
40-3-61,40,3,61,2,2010-03-03,Government advertising,Mr. Kania,Brampton West,1
40-3-62,40,3,62,2,2010-03-03,Government advertising,Mr. Kania,Brampton West,1
40-3-63,40,3,63,2,2010-03-03,Government advertising,Mr. Kania,Brampton West,1
40-3-64,40,3,64,2,2010-03-03,Government advertising,Mr. Kania,Brampton West,1
40-3-65,40,3,65,2,2010-03-03,Summit in Copenhagen and climate change,Ms. Duncan,Etobicoke North,1
40-3-66,40,3,66,2,2010-03-03,Armed conflicts,Ms. Duncan,Etobicoke North,1
40-3-67,40,3,67,2,2010-03-03,Humanitarian issues and crisis,Ms. Duncan,Etobicoke North,1
40-3-68,40,3,68,2,2010-03-03,Canadian HIV Vaccine Initiative,Ms. Duncan,Etobicoke North,1
40-3-69,40,3,69,2,2010-03-03,Listeriosis Investigative Review,Mr. Easter,Malpeque,1
40-3-70,40,3,70,2,2010-03-03,Temporary foreign workers,Mr. Davies,Vancouver Kingsway,1
40-3-71,40,3,71,2,2010-03-03,RCMP,Mr. Davies,Vancouver Kingsway,1
40-3-72,40,3,72,2,2010-03-03,Government spending in the constituency of Vancouver Kingsway,Mr. Davies,Vancouver Kingsway,1
40-3-73,40,3,73,2,2010-03-03,CANDU reactor,Ms. Savoie,Victoria,1
40-3-74,40,3,74,2,2010-03-03,UN Commission on the Status of Women,Ms. Mathyssen,London—Fanshawe,1
40-3-75,40,3,75,3,2010-03-04,Consular affairs,Mr. McTeague,Pickering—Scarborough East,1
40-3-76,40,3,76,3,2010-03-04,Use of government owned aircraft,Mr. McTeague,Pickering—Scarborough East,1
40-3-77,40,3,77,3,2010-03-04,Transfer of Canadian offenders,Mr. McTeague,Pickering—Scarborough East,1
40-3-78,40,3,78,3,2010-03-04,Infrastructure Canada,Mr. McTeague,Pickering—Scarborough East,1
40-3-79,40,3,79,3,2010-03-04,Water efficiency and conservation programs,Ms. Crowder,Nanaimo—Cowichan,1
40-3-80,40,3,80,3,2010-03-04,Indian and Northern Affairs Canada,Ms. Crowder,Nanaimo—Cowichan,1
40-3-81,40,3,81,3,2010-03-04,Human Resources and Skills Development Canada,Ms. Crowder,Nanaimo—Cowichan,1
40-3-82,40,3,82,3,2010-03-04,Indian and Northern Affairs Canada,Ms. Crowder,Nanaimo—Cowichan,1
40-3-83,40,3,83,3,2010-03-04,Economic Action Plan,Mr. Kennedy,Parkdale—High Park,1
40-3-84,40,3,84,3,2010-03-04,Economic Action Plan,Mr. Kennedy,Parkdale—High Park,1
40-3-85,40,3,85,3,2010-03-04,Knowledge Infrastructure program,Mr. Kennedy,Parkdale—High Park,1
40-3-86,40,3,86,3,2010-03-04,Economic Action Plan,Mr. Kennedy,Parkdale—High Park,1
40-3-87,40,3,87,3,2010-03-04,Enabling Accessibility Fund,Mr. MacAulay,Cardigan,1
40-3-88,40,3,88,3,2010-03-04,Internet,Ms. Bennett,St. Paul's,1
40-3-89,40,3,89,3,2010-03-04,Trans Fat,Ms. Bennett,St. Paul's,1
40-3-90,40,3,90,3,2010-03-04,Expert Review Panel on Medical Isotope Production,Ms. Bennett,St. Paul's,1
40-3-91,40,3,91,4,2010-03-05,Atlantic Canada Opportunities Agency,Mr. Andrews,Avalon,1
40-3-92,40,3,92,4,2010-03-05,Atlantic Canada Opportunities Agency,Mr. Andrews,Avalon,1
40-3-93,40,3,93,4,2010-03-05,Transport Canada,Mr. Andrews,Avalon,1
40-3-94,40,3,94,4,2010-03-05,Veterans Independence Program,Mr. Andrews,Avalon,1
40-3-95,40,3,95,4,2010-03-05,Gateways and Border Crossings Fund,Mr. Murphy,Charlottetown,1
40-3-96,40,3,96,5,2010-03-08,Seniors and poverty,Ms. Dhalla,Brampton—Springdale,1
40-3-97,40,3,97,5,2010-03-08,Immigration and Refugee Board of Canada,Ms. Dhalla,Brampton—Springdale,1
40-3-98,40,3,98,5,2010-03-08,Youth violence,Ms. Dhalla,Brampton—Springdale,1
40-3-99,40,3,99,5,2010-03-08,Child poverty in Canada,Ms. Dhalla,Brampton—Springdale,1
40-3-100,40,3,100,5,2010-03-08,Southern Ontario Development Agency,Mr. Dryden,York Centre,1
40-3-101,40,3,101,5,2010-03-08,Canadian Wheat Board,Mr. Easter,Malpeque,1
40-3-102,40,3,102,5,2010-03-08,Department of National Defence,Mr. Dosanjh,Vancouver South,1
40-3-103,40,3,103,5,2010-03-08,Military vehicles,Mr. Dosanjh,Vancouver South,1
40-3-104,40,3,104,5,2010-03-08,Canadian International Development Agency,Mr. Pearson,London North Centre,1
40-3-105,40,3,105,5,2010-03-08,Official Development Assistance Accountability Act,Mr. Pearson,London North Centre,1
40-3-106,40,3,106,5,2010-03-08,KAIROS,Mr. Pearson,London North Centre,1
40-3-107,40,3,107,5,2010-03-08,Enhanced Language Training Initiatives,Mr. Dhaliwal,Newton—North Delta,1
40-3-108,40,3,108,5,2010-03-08,Purchase of helicopters,Mr. Dosanjh,Vancouver South,1
40-3-109,40,3,109,5,2010-03-08,Grant and assistance programs,Mr. Bains,Mississauga—Brampton South,1
